Fiji,NONE
United Republic of Tanzania,Democratic Republic of the Congo
United Republic of Tanzania,Kenya
United Republic of Tanzania,Zambia
United Republic of Tanzania,Malawi
United Republic of Tanzania,Mozambique
United Republic of Tanzania,Burundi
United Republic of Tanzania,Uganda
United Republic of Tanzania,Rwanda
Western Sahara,Mauritania
Western Sahara,Algeria
Western Sahara,Morocco
Canada,United States of America
United States of America,Canada
United States of America,Mexico
Kazakhstan,Uzbekistan
Kazakhstan,Russia
Kazakhstan,Kyrgyzstan
Kazakhstan,Turkmenistan
Kazakhstan,China
Uzbekistan,Kazakhstan
Uzbekistan,Afghanistan
Uzbekistan,Tajikistan
Uzbekistan,Kyrgyzstan
Uzbekistan,Turkmenistan
Papua New Guinea,Indonesia
Indonesia,Papua New Guinea
Indonesia,East Timor
Indonesia,Malaysia
Argentina,Chile
Argentina,Uruguay
Argentina,Brazil
Argentina,Bolivia
Argentina,Paraguay
Chile,Argentina
Chile,Bolivia
Chile,Peru
Democratic Republic of the Congo,United Republic of Tanzania
Democratic Republic of the Congo,Central African Republic
Democratic Republic of the Congo,Republic of the Congo
Democratic Republic of the Congo,Zambia
Democratic Republic of the Congo,Angola
Democratic Republic of the Congo,Burundi
Democratic Republic of the Congo,Uganda
Democratic Republic of the Congo,Rwanda
Democratic Republic of the Congo,South Sudan
Somalia,Kenya
Somalia,Ethiopia
Somalia,Somaliland
Kenya,United Republic of Tanzania
Kenya,Somalia
Kenya,Ethiopia
Kenya,Uganda
Kenya,South Sudan
Sudan,Chad
Sudan,Central African Republic
Sudan,Eritrea
Sudan,Egypt
Sudan,Libya
Sudan,Ethiopia
Sudan,South Sudan
Chad,Sudan
Chad,Niger
Chad,Cameroon
Chad,Central African Republic
Chad,Libya
Haiti,Dominican Republic
Dominican Republic,Haiti
Russia,Kazakhstan
Russia,Norway
Russia,North Korea
Russia,Mongolia
Russia,Belarus
Russia,Ukraine
Russia,Poland
Russia,Lithuania
Russia,Latvia
Russia,Estonia
Russia,China
Russia,Azerbaijan
Russia,Georgia
Russia,Finland
The Bahamas,NONE
Falkland Islands,NONE
Norway,Russia
Norway,Sweden
Norway,Finland
Greenland,NONE
French Southern and Antarctic Lands,NONE
East Timor,Indonesia
South Africa,Lesotho
South Africa,Zimbabwe
South Africa,Botswana
South Africa,Namibia
South Africa,Mozambique
South Africa,eSwatini
Lesotho,South Africa
Mexico,United States of America
Mexico,Guatemala
Mexico,Belize
Uruguay,Argentina
Uruguay,Brazil
Brazil,Argentina
Brazil,Uruguay
Brazil,Bolivia
Brazil,Peru
Brazil,Colombia
Brazil,Venezuela
Brazil,Guyana
Brazil,Suriname
Brazil,France
Brazil,Paraguay
Bolivia,Argentina
Bolivia,Chile
Bolivia,Brazil
Bolivia,Peru
Bolivia,Paraguay
Peru,Chile
Peru,Brazil
Peru,Bolivia
Peru,Colombia
Peru,Ecuador
Colombia,Brazil
Colombia,Peru
Colombia,Panama
Colombia,Venezuela
Colombia,Ecuador
Panama,Colombia
Panama,Costa Rica
Costa Rica,Panama
Costa Rica,Nicaragua
Nicaragua,Costa Rica
Nicaragua,Honduras
Honduras,Nicaragua
Honduras,El Salvador
Honduras,Guatemala
El Salvador,Honduras
El Salvador,Guatemala
Guatemala,Mexico
Guatemala,Honduras
Guatemala,El Salvador
Guatemala,Belize
Belize,Mexico
Belize,Guatemala
Venezuela,Brazil
Venezuela,Colombia
Venezuela,Guyana
Guyana,Brazil
Guyana,Venezuela
Guyana,Suriname
Suriname,Brazil
Suriname,Guyana
Suriname,France
France,Brazil
France,Suriname
France,Germany
France,Switzerland
France,Luxembourg
France,Belgium
France,Spain
France,Italy
Ecuador,Peru
Ecuador,Colombia
Puerto Rico,NONE
Jamaica,NONE
Cuba,NONE
Zimbabwe,South Africa
Zimbabwe,Botswana
Zimbabwe,Zambia
Zimbabwe,Mozambique
Botswana,South Africa
Botswana,Zimbabwe
Botswana,Namibia
Botswana,Zambia
Namibia,South Africa
Namibia,Botswana
Namibia,Zambia
Namibia,Angola
Senegal,Mali
Senegal,Mauritania
Senegal,Guinea
Senegal,Guinea-Bissau
Senegal,Gambia
Mali,Senegal
Mali,Mauritania
Mali,Niger
Mali,Ivory Coast
Mali,Guinea
Mali,Burkina Faso
Mali,Algeria
Mauritania,Western Sahara
Mauritania,Senegal
Mauritania,Mali
Mauritania,Algeria
Benin,Niger
Benin,Nigeria
Benin,Togo
Benin,Burkina Faso
Niger,Chad
Niger,Mali
Niger,Benin
Niger,Nigeria
Niger,Cameroon
Niger,Burkina Faso
Niger,Algeria
Niger,Libya
Nigeria,Benin
Nigeria,Niger
Nigeria,Cameroon
Cameroon,Chad
Cameroon,Niger
Cameroon,Nigeria
Cameroon,Central African Republic
Cameroon,Republic of the Congo
Cameroon,Gabon
Cameroon,Equatorial Guinea
Togo,Benin
Togo,Ghana
Togo,Burkina Faso
Ghana,Togo
Ghana,Ivory Coast
Ghana,Burkina Faso
Ivory Coast,Mali
Ivory Coast,Ghana
Ivory Coast,Guinea
Ivory Coast,Liberia
Ivory Coast,Burkina Faso
Guinea,Senegal
Guinea,Mali
Guinea,Ivory Coast
Guinea,Guinea-Bissau
Guinea,Liberia
Guinea,Sierra Leone
Guinea-Bissau,Senegal
Guinea-Bissau,Guinea
Liberia,Ivory Coast
Liberia,Guinea
Liberia,Sierra Leone
Sierra Leone,Guinea
Sierra Leone,Liberia
Burkina Faso,Mali
Burkina Faso,Benin
Burkina Faso,Niger
Burkina Faso,Togo
Burkina Faso,Ghana
Burkina Faso,Ivory Coast
Central African Republic,Democratic Republic of the Congo
Central African Republic,Sudan
Central African Republic,Chad
Central African Republic,Cameroon
Central African Republic,Republic of the Congo
Central African Republic,South Sudan
Republic of the Congo,Democratic Republic of the Congo
Republic of the Congo,Cameroon
Republic of the Congo,Central African Republic
Republic of the Congo,Gabon
Republic of the Congo,Angola
Gabon,Cameroon
Gabon,Republic of the Congo
Gabon,Equatorial Guinea
Equatorial Guinea,Cameroon
Equatorial Guinea,Gabon
Zambia,United Republic of Tanzania
Zambia,Democratic Republic of the Congo
Zambia,Zimbabwe
Zambia,Botswana
Zambia,Namibia
Zambia,Malawi
Zambia,Mozambique
Zambia,Angola
Malawi,United Republic of Tanzania
Malawi,Zambia
Malawi,Mozambique
Mozambique,United Republic of Tanzania
Mozambique,South Africa
Mozambique,Zimbabwe
Mozambique,Zambia
Mozambique,Malawi
Mozambique,eSwatini
eSwatini,South Africa
eSwatini,Mozambique
Angola,Democratic Republic of the Congo
Angola,Namibia
Angola,Republic of the Congo
Angola,Zambia
Burundi,United Republic of Tanzania
Burundi,Democratic Republic of the Congo
Burundi,Rwanda
Israel,Lebanon
Israel,Palestine
Israel,Jordan
Israel,Syria
Israel,Egypt
Lebanon,Israel
Lebanon,Syria
Madagascar,NONE
Palestine,Israel
Palestine,Jordan
Gambia,Senegal
Tunisia,Algeria
Tunisia,Libya
Algeria,Western Sahara
Algeria,Mali
Algeria,Mauritania
Algeria,Niger
Algeria,Tunisia
Algeria,Morocco
Algeria,Libya
Jordan,Israel
Jordan,Palestine
Jordan,Iraq
Jordan,Syria
Jordan,Saudi Arabia
United Arab Emirates,Oman
United Arab Emirates,Saudi Arabia
Qatar,Saudi Arabia
Kuwait,Iraq
Kuwait,Saudi Arabia
Iraq,Jordan
Iraq,Kuwait
Iraq,Iran
Iraq,Syria
Iraq,Turkey
Iraq,Saudi Arabia
Oman,United Arab Emirates
Oman,Yemen
Oman,Saudi Arabia
Vanuatu,NONE
Cambodia,Thailand
Cambodia,Laos
Cambodia,Vietnam
Thailand,Cambodia
Thailand,Laos
Thailand,Myanmar
Thailand,Malaysia
Laos,Cambodia
Laos,Thailand
Laos,Myanmar
Laos,Vietnam
Laos,China
Myanmar,Thailand
Myanmar,Laos
Myanmar,India
Myanmar,Bangladesh
Myanmar,China
Vietnam,Cambodia
Vietnam,Laos
Vietnam,China
North Korea,Russia
North Korea,South Korea
North Korea,China
South Korea,North Korea
Mongolia,Russia
Mongolia,China
India,Myanmar
India,Bangladesh
India,Bhutan
India,Nepal
India,Pakistan
India,China
Bangladesh,Myanmar
Bangladesh,India
Bhutan,India
Bhutan,China
Nepal,India
Nepal,China
Pakistan,India
Pakistan,Afghanistan
Pakistan,Iran
Pakistan,China
Afghanistan,Uzbekistan
Afghanistan,Pakistan
Afghanistan,Tajikistan
Afghanistan,Turkmenistan
Afghanistan,Iran
Afghanistan,China
Tajikistan,Uzbekistan
Tajikistan,Afghanistan
Tajikistan,Kyrgyzstan
Tajikistan,China
Kyrgyzstan,Kazakhstan
Kyrgyzstan,Uzbekistan
Kyrgyzstan,Tajikistan
Kyrgyzstan,China
Turkmenistan,Kazakhstan
Turkmenistan,Uzbekistan
Turkmenistan,Afghanistan
Turkmenistan,Iran
Iran,Iraq
Iran,Pakistan
Iran,Afghanistan
Iran,Turkmenistan
Iran,Armenia
Iran,Turkey
Iran,Azerbaijan
Syria,Israel
Syria,Lebanon
Syria,Jordan
Syria,Iraq
Syria,Turkey
Armenia,Iran
Armenia,Turkey
Armenia,Azerbaijan
Armenia,Georgia
Sweden,Norway
Sweden,Finland
Belarus,Russia
Belarus,Ukraine
Belarus,Poland
Belarus,Lithuania
Belarus,Latvia
Ukraine,Russia
Ukraine,Belarus
Ukraine,Poland
Ukraine,Hungary
Ukraine,Moldova
Ukraine,Romania
Ukraine,Slovakia
Poland,Russia
Poland,Belarus
Poland,Ukraine
Poland,Lithuania
Poland,Germany
Poland,Slovakia
Poland,Czechia
Austria,Hungary
Austria,Germany
Austria,Switzerland
Austria,Italy
Austria,Slovenia
Austria,Slovakia
Austria,Czechia
Hungary,Ukraine
Hungary,Austria
Hungary,Romania
Hungary,Croatia
Hungary,Slovenia
Hungary,Slovakia
Hungary,Republic of Serbia
Moldova,Ukraine
Moldova,Romania
Romania,Ukraine
Romania,Hungary
Romania,Moldova
Romania,Bulgaria
Romania,Republic of Serbia
Lithuania,Russia
Lithuania,Belarus
Lithuania,Poland
Lithuania,Latvia
Latvia,Russia
Latvia,Belarus
Latvia,Lithuania
Latvia,Estonia
Estonia,Russia
Estonia,Latvia
Germany,France
Germany,Poland
Germany,Austria
Germany,Switzerland
Germany,Luxembourg
Germany,Belgium
Germany,Netherlands
Germany,Denmark
Germany,Czechia
Bulgaria,Romania
Bulgaria,Greece
Bulgaria,Turkey
Bulgaria,North Macedonia
Bulgaria,Republic of Serbia
Greece,Bulgaria
Greece,Turkey
Greece,Albania
Greece,North Macedonia
Turkey,Iraq
Turkey,Iran
Turkey,Syria
Turkey,Armenia
Turkey,Bulgaria
Turkey,Greece
Turkey,Azerbaijan
Turkey,Georgia
Albania,Greece
Albania,North Macedonia
Albania,Montenegro
Albania,Kosovo
Croatia,Hungary
Croatia,Slovenia
Croatia,Bosnia and Herzegovina
Croatia,Republic of Serbia
Croatia,Montenegro
Switzerland,France
Switzerland,Austria
Switzerland,Germany
Switzerland,Italy
Luxembourg,France
Luxembourg,Germany
Luxembourg,Belgium
Belgium,France
Belgium,Germany
Belgium,Luxembourg
Belgium,Netherlands
Netherlands,Germany
Netherlands,Belgium
Portugal,Spain
Spain,France
Spain,Portugal
Ireland,United Kingdom
New Caledonia,NONE
Solomon Islands,NONE
New Zealand,NONE
Australia,NONE
Sri Lanka,NONE
China,Kazakhstan
China,Russia
China,Laos
China,Myanmar
China,Vietnam
China,North Korea
China,Mongolia
China,India
China,Bhutan
China,Nepal
China,Pakistan
China,Afghanistan
China,Tajikistan
China,Kyrgyzstan
Taiwan,NONE
Italy,France
Italy,Austria
Italy,Switzerland
Italy,Slovenia
Denmark,Germany
United Kingdom,Ireland
Iceland,NONE
Azerbaijan,Russia
Azerbaijan,Iran
Azerbaijan,Armenia
Azerbaijan,Turkey
Azerbaijan,Georgia
Georgia,Russia
Georgia,Armenia
Georgia,Turkey
Georgia,Azerbaijan
Philippines,NONE
Malaysia,Indonesia
Malaysia,Thailand
Malaysia,Brunei
Brunei,Malaysia
Slovenia,Austria
Slovenia,Hungary
Slovenia,Croatia
Slovenia,Italy
Finland,Russia
Finland,Norway
Finland,Sweden
Slovakia,Ukraine
Slovakia,Poland
Slovakia,Austria
Slovakia,Hungary
Slovakia,Czechia
Czechia,Poland
Czechia,Austria
Czechia,Germany
Czechia,Slovakia
Eritrea,Sudan
Eritrea,Ethiopia
Eritrea,Djibouti
Japan,NONE
Paraguay,Argentina
Paraguay,Brazil
Paraguay,Bolivia
Yemen,Oman
Yemen,Saudi Arabia
Saudi Arabia,Jordan
Saudi Arabia,United Arab Emirates
Saudi Arabia,Qatar
Saudi Arabia,Kuwait
Saudi Arabia,Iraq
Saudi Arabia,Oman
Saudi Arabia,Yemen
Antarctica,NONE
Northern Cyprus,Cyprus
Cyprus,Northern Cyprus
Morocco,Western Sahara
Morocco,Algeria
Egypt,Sudan
Egypt,Israel
Egypt,Libya
Libya,Sudan
Libya,Chad
Libya,Niger
Libya,Tunisia
Libya,Algeria
Libya,Egypt
Ethiopia,Somalia
Ethiopia,Kenya
Ethiopia,Sudan
Ethiopia,Eritrea
Ethiopia,Djibouti
Ethiopia,Somaliland
Ethiopia,South Sudan
Djibouti,Eritrea
Djibouti,Ethiopia
Djibouti,Somaliland
Somaliland,Somalia
Somaliland,Ethiopia
Somaliland,Djibouti
Uganda,United Republic of Tanzania
Uganda,Democratic Republic of the Congo
Uganda,Kenya
Uganda,Rwanda
Uganda,South Sudan
Rwanda,United Republic of Tanzania
Rwanda,Democratic Republic of the Congo
Rwanda,Burundi
Rwanda,Uganda
Bosnia and Herzegovina,Croatia
Bosnia and Herzegovina,Republic of Serbia
Bosnia and Herzegovina,Montenegro
North Macedonia,Bulgaria
North Macedonia,Greece
North Macedonia,Albania
North Macedonia,Republic of Serbia
North Macedonia,Kosovo
Republic of Serbia,Hungary
Republic of Serbia,Romania
Republic of Serbia,Bulgaria
Republic of Serbia,Croatia
Republic of Serbia,Bosnia and Herzegovina
Republic of Serbia,North Macedonia
Republic of Serbia,Montenegro
Republic of Serbia,Kosovo
Montenegro,Albania
Montenegro,Croatia
Montenegro,Bosnia and Herzegovina
Montenegro,Republic of Serbia
Montenegro,Kosovo
Kosovo,Albania
Kosovo,North Macedonia
Kosovo,Republic of Serbia
Kosovo,Montenegro
Trinidad and Tobago,NONE
South Sudan,Democratic Republic of the Congo
South Sudan,Kenya
South Sudan,Sudan
South Sudan,Central African Republic
South Sudan,Ethiopia
South Sudan,Uganda
