FJI,NONE
TZA,COD
TZA,KEN
TZA,ZMB
TZA,MWI
TZA,MOZ
TZA,BDI
TZA,UGA
TZA,RWA
ESH,MRT
ESH,DZA
ESH,MAR
CAN,USA
USA,CAN
USA,MEX
KAZ,UZB
KAZ,RUS
KAZ,KGZ
KAZ,TKM
KAZ,CHN
UZB,KAZ
UZB,AFG
UZB,TJK
UZB,KGZ
UZB,TKM
PNG,IDN
IDN,PNG
IDN,TLS
IDN,MYS
ARG,CHL
ARG,URY
ARG,BRA
ARG,BOL
ARG,PRY
CHL,ARG
CHL,BOL
CHL,PER
COD,TZA
COD,CAF
COD,COG
COD,ZMB
COD,AGO
COD,BDI
COD,UGA
COD,RWA
COD,SSD
SOM,KEN
SOM,ETH
SOM,SML
KEN,TZA
KEN,SOM
KEN,ETH
KEN,UGA
KEN,SSD
SDN,TCD
SDN,CAF
SDN,ERI
SDN,EGY
SDN,LBY
SDN,ETH
SDN,SSD
TCD,SDN
TCD,NER
TCD,CMR
TCD,CAF
TCD,LBY
HTI,DOM
DOM,HTI
RUS,KAZ
RUS,NOR
RUS,PRK
RUS,MNG
RUS,BLR
RUS,UKR
RUS,POL
RUS,LTU
RUS,LVA
RUS,EST
RUS,CHN
RUS,AZE
RUS,GEO
RUS,FIN
BHS,NONE
FLK,NONE
NOR,RUS
NOR,SWE
NOR,FIN
GRL,NONE
ATF,NONE
TLS,IDN
ZAF,LSO
ZAF,ZWE
ZAF,BWA
ZAF,NAM
ZAF,MOZ
ZAF,SWZ
LSO,ZAF
MEX,USA
MEX,GTM
MEX,BLZ
URY,ARG
URY,BRA
BRA,ARG
BRA,URY
BRA,BOL
BRA,PER
BRA,COL
BRA,VEN
BRA,GUY
BRA,SUR
BRA,FRA
BRA,PRY
BOL,ARG
BOL,CHL
BOL,BRA
BOL,PER
BOL,PRY
PER,CHL
PER,BRA
PER,BOL
PER,COL
PER,ECU
COL,BRA
COL,PER
COL,PAN
COL,VEN
COL,ECU
PAN,COL
PAN,CRI
CRI,PAN
CRI,NIC
NIC,CRI
NIC,HND
HND,NIC
HND,SLV
HND,GTM
SLV,HND
SLV,GTM
GTM,MEX
GTM,HND
GTM,SLV
GTM,BLZ
BLZ,MEX
BLZ,GTM
VEN,BRA
VEN,COL
VEN,GUY
GUY,BRA
GUY,VEN
GUY,SUR
SUR,BRA
SUR,GUY
SUR,FRA
FRA,BRA
FRA,SUR
FRA,DEU
FRA,CHE
FRA,LUX
FRA,BEL
FRA,ESP
FRA,ITA
ECU,PER
ECU,COL
PRI,NONE
JAM,NONE
CUB,NONE
ZWE,ZAF
ZWE,BWA
ZWE,ZMB
ZWE,MOZ
BWA,ZAF
BWA,ZWE
BWA,NAM
BWA,ZMB
NAM,ZAF
NAM,BWA
NAM,ZMB
NAM,AGO
SEN,MLI
SEN,MRT
SEN,GIN
SEN,GNB
SEN,GMB
MLI,SEN
MLI,MRT
MLI,NER
MLI,IVC
MLI,GIN
MLI,BFA
MLI,DZA
MRT,ESH
MRT,SEN
MRT,MLI
MRT,DZA
BEN,NER
BEN,NGA
BEN,TGO
BEN,BFA
NER,TCD
NER,MLI
NER,BEN
NER,NGA
NER,CMR
NER,BFA
NER,DZA
NER,LBY
NGA,BEN
NGA,NER
NGA,CMR
CMR,TCD
CMR,NER
CMR,NGA
CMR,CAF
CMR,COG
CMR,GAB
CMR,GNQ
TGO,BEN
TGO,GHA
TGO,BFA
GHA,TGO
GHA,IVC
GHA,BFA
IVC,MLI
IVC,GHA
IVC,GIN
IVC,LBR
IVC,BFA
GIN,SEN
GIN,MLI
GIN,IVC
GIN,GNB
GIN,LBR
GIN,SLE
GNB,SEN
GNB,GIN
LBR,IVC
LBR,GIN
LBR,SLE
SLE,GIN
SLE,LBR
BFA,MLI
BFA,BEN
BFA,NER
BFA,TGO
BFA,GHA
BFA,IVC
CAF,COD
CAF,SDN
CAF,TCD
CAF,CMR
CAF,COG
CAF,SSD
COG,COD
COG,CMR
COG,CAF
COG,GAB
COG,AGO
GAB,CMR
GAB,COG
GAB,GNQ
GNQ,CMR
GNQ,GAB
ZMB,TZA
ZMB,COD
ZMB,ZWE
ZMB,BWA
ZMB,NAM
ZMB,MWI
ZMB,MOZ
ZMB,AGO
MWI,TZA
MWI,ZMB
MWI,MOZ
MOZ,TZA
MOZ,ZAF
MOZ,ZWE
MOZ,ZMB
MOZ,MWI
MOZ,SWZ
SWZ,ZAF
SWZ,MOZ
AGO,COD
AGO,NAM
AGO,COG
AGO,ZMB
BDI,TZA
BDI,COD
BDI,RWA
ISR,LBN
ISR,PSE
ISR,JOR
ISR,SYR
ISR,EGY
LBN,ISR
LBN,SYR
MDG,NONE
PSE,ISR
PSE,JOR
GMB,SEN
TUN,DZA
TUN,LBY
DZA,ESH
DZA,MLI
DZA,MRT
DZA,NER
DZA,TUN
DZA,MAR
DZA,LBY
JOR,ISR
JOR,PSE
JOR,IRQ
JOR,SYR
JOR,SAU
ARE,OMN
ARE,SAU
QAT,SAU
KWT,IRQ
KWT,SAU
IRQ,JOR
IRQ,KWT
IRQ,IRN
IRQ,SYR
IRQ,TUR
IRQ,SAU
OMN,ARE
OMN,YEM
OMN,SAU
VUT,NONE
KHM,THA
KHM,LAO
KHM,VNM
THA,KHM
THA,LAO
THA,MMR
THA,MYS
LAO,KHM
LAO,THA
LAO,MMR
LAO,VNM
LAO,CHN
MMR,THA
MMR,LAO
MMR,IND
MMR,BGD
MMR,CHN
VNM,KHM
VNM,LAO
VNM,CHN
PRK,RUS
PRK,KOR
PRK,CHN
KOR,PRK
MNG,RUS
MNG,CHN
IND,MMR
IND,BGD
IND,BTN
IND,NPL
IND,PAK
IND,CHN
BGD,MMR
BGD,IND
BTN,IND
BTN,CHN
NPL,IND
NPL,CHN
PAK,IND
PAK,AFG
PAK,IRN
PAK,CHN
AFG,UZB
AFG,PAK
AFG,TJK
AFG,TKM
AFG,IRN
AFG,CHN
TJK,UZB
TJK,AFG
TJK,KGZ
TJK,CHN
KGZ,KAZ
KGZ,UZB
KGZ,TJK
KGZ,CHN
TKM,KAZ
TKM,UZB
TKM,AFG
TKM,IRN
IRN,IRQ
IRN,PAK
IRN,AFG
IRN,TKM
IRN,ARM
IRN,TUR
IRN,AZE
SYR,ISR
SYR,LBN
SYR,JOR
SYR,IRQ
SYR,TUR
ARM,IRN
ARM,TUR
ARM,AZE
ARM,GEO
SWE,NOR
SWE,FIN
BLR,RUS
BLR,UKR
BLR,POL
BLR,LTU
BLR,LVA
UKR,RUS
UKR,BLR
UKR,POL
UKR,HUN
UKR,MDA
UKR,ROU
UKR,SVK
POL,RUS
POL,BLR
POL,UKR
POL,LTU
POL,DEU
POL,SVK
POL,CZE
AUT,HUN
AUT,DEU
AUT,CHE
AUT,ITA
AUT,SVN
AUT,SVK
AUT,CZE
HUN,UKR
HUN,AUT
HUN,ROU
HUN,HRV
HUN,SVN
HUN,SVK
HUN,SRB
MDA,UKR
MDA,ROU
ROU,UKR
ROU,HUN
ROU,MDA
ROU,BGR
ROU,SRB
LTU,RUS
LTU,BLR
LTU,POL
LTU,LVA
LVA,RUS
LVA,BLR
LVA,LTU
LVA,EST
EST,RUS
EST,LVA
DEU,FRA
DEU,POL
DEU,AUT
DEU,CHE
DEU,LUX
DEU,BEL
DEU,NLD
DEU,DNK
DEU,CZE
BGR,ROU
BGR,GRC
BGR,TUR
BGR,MKD
BGR,SRB
GRC,BGR
GRC,TUR
GRC,ALB
GRC,MKD
TUR,IRQ
TUR,IRN
TUR,SYR
TUR,ARM
TUR,BGR
TUR,GRC
TUR,AZE
TUR,GEO
ALB,GRC
ALB,MKD
ALB,MNE
ALB,XKX
HRV,HUN
HRV,SVN
HRV,BIH
HRV,SRB
HRV,MNE
CHE,FRA
CHE,AUT
CHE,DEU
CHE,ITA
LUX,FRA
LUX,DEU
LUX,BEL
BEL,FRA
BEL,DEU
BEL,LUX
BEL,NLD
NLD,DEU
NLD,BEL
PRT,ESP
ESP,FRA
ESP,PRT
IRL,GBR
NCL,NONE
SLB,NONE
NZL,NONE
AUS,NONE
LKA,NONE
CHN,KAZ
CHN,RUS
CHN,LAO
CHN,MMR
CHN,VNM
CHN,PRK
CHN,MNG
CHN,IND
CHN,BTN
CHN,NPL
CHN,PAK
CHN,AFG
CHN,TJK
CHN,KGZ
TWN,NONE
ITA,FRA
ITA,AUT
ITA,CHE
ITA,SVN
DNK,DEU
GBR,IRL
ISL,NONE
AZE,RUS
AZE,IRN
AZE,ARM
AZE,TUR
AZE,GEO
GEO,RUS
GEO,ARM
GEO,TUR
GEO,AZE
PHL,NONE
MYS,IDN
MYS,THA
MYS,BRN
BRN,MYS
SVN,AUT
SVN,HUN
SVN,HRV
SVN,ITA
FIN,RUS
FIN,NOR
FIN,SWE
SVK,UKR
SVK,POL
SVK,AUT
SVK,HUN
SVK,CZE
CZE,POL
CZE,AUT
CZE,DEU
CZE,SVK
ERI,SDN
ERI,ETH
ERI,DJI
JPN,NONE
PRY,ARG
PRY,BRA
PRY,BOL
YEM,OMN
YEM,SAU
SAU,JOR
SAU,ARE
SAU,QAT
SAU,KWT
SAU,IRQ
SAU,OMN
SAU,YEM
ATA,NONE
NCP,CYP
CYP,NCP
MAR,ESH
MAR,DZA
EGY,SDN
EGY,ISR
EGY,LBY
LBY,SDN
LBY,TCD
LBY,NER
LBY,TUN
LBY,DZA
LBY,EGY
ETH,SOM
ETH,KEN
ETH,SDN
ETH,ERI
ETH,DJI
ETH,SML
ETH,SSD
DJI,ERI
DJI,ETH
DJI,SML
SML,SOM
SML,ETH
SML,DJI
UGA,TZA
UGA,COD
UGA,KEN
UGA,RWA
UGA,SSD
RWA,TZA
RWA,COD
RWA,BDI
RWA,UGA
BIH,HRV
BIH,SRB
BIH,MNE
MKD,BGR
MKD,GRC
MKD,ALB
MKD,SRB
MKD,XKX
SRB,HUN
SRB,ROU
SRB,BGR
SRB,HRV
SRB,BIH
SRB,MKD
SRB,MNE
SRB,XKX
MNE,ALB
MNE,HRV
MNE,BIH
MNE,SRB
MNE,XKX
XKX,ALB
XKX,MKD
XKX,SRB
XKX,MNE
TTO,NONE
SSD,COD
SSD,KEN
SSD,SDN
SSD,CAF
SSD,ETH
SSD,UGA
